foil1 modified
 0.10457    -0.03270
 0.11231    -0.03358
 0.12028    -0.03446
 0.12846    -0.03531
 0.13686    -0.03614
 0.14548    -0.03695
 0.15429    -0.03774
 0.16330    -0.03851
 0.17250    -0.03924
 0.18189    -0.03995
 0.19145    -0.04065
 0.20117    -0.04131
 0.21106    -0.04194
 0.22111    -0.04254
 0.23131    -0.04312
 0.24164    -0.04366
 0.25211    -0.04415
 0.26271    -0.04462
 0.27344    -0.04505
 0.28426    -0.04544
 0.29520    -0.04578
 0.30625    -0.04609
 0.31739    -0.04635
 0.32860    -0.04657
 0.33991    -0.04673
 0.35129    -0.04685
 0.36273    -0.04692
 0.37423    -0.04694
 0.38579    -0.04689
 0.39739    -0.04680
 0.40904    -0.04665
 0.42071    -0.04644
 0.43242    -0.04617
 0.44415    -0.04583
 0.45590    -0.04544
 0.46765    -0.04498
 0.47940    -0.04445
 0.49116    -0.04386
 0.50291    -0.04319
 0.51464    -0.04246
 0.52635    -0.04164
 0.53805    -0.04076
 0.54971    -0.03980
 0.56133    -0.03875
 0.57292    -0.03762
 0.58447    -0.03641
 0.59598    -0.03512
 0.60743    -0.03372
 0.61883    -0.03223
 0.63020    -0.03065
 0.64151    -0.02896
 0.65278    -0.02716
 0.66401    -0.02525
 0.67523    -0.02322
 0.68643    -0.02108
 0.69765    -0.01883
 0.70891    -0.01649
 0.72023    -0.01410
 0.73161    -0.01169
 0.74304    -0.00929
 0.75454    -0.00694
 0.76609    -0.00469
 0.77765    -0.00257
 0.78920    -0.00061
 0.80071     0.00115
 0.81212     0.00270
 0.82340     0.00402
 0.83449     0.00511
 0.84536     0.00599
 0.85598     0.00665
 0.86630     0.00712
 0.87630     0.00741
 0.88596     0.00755
 0.89526     0.00754
 0.90419     0.00742
 0.91273     0.00720
 0.92088     0.00690
 0.92864     0.00654
 0.93599     0.00612
 0.94293     0.00566
 0.94948     0.00519
 0.95562     0.00469
 0.96135     0.00420
 0.96668     0.00370
 0.97161     0.00322
 0.97614     0.00276
 0.98027     0.00232
 0.98400     0.00191
 0.98735     0.00153
 0.99029     0.00119
 0.99285     0.00088
 0.99502     0.00062
 0.99679     0.00040
 0.99818     0.00023
 0.99918     0.00010
 0.99979     0.00003
 1.00000     0.00000
