foil1 modified
 1.00000    -0.00000
 0.99980     0.00005
 0.99922     0.00020
 0.99827     0.00045
 0.99696     0.00079
 0.99530     0.00123
 0.99330     0.00175
 0.99097     0.00236
 0.98830     0.00306
 0.98531     0.00385
 0.98201     0.00472
 0.97839     0.00567
 0.97446     0.00671
 0.97023     0.00783
 0.96571     0.00903
 0.96090     0.01031
 0.95581     0.01168
 0.95045     0.01312
 0.94482     0.01463
 0.93892     0.01622
 0.93278     0.01789
 0.92639     0.01963
 0.91977     0.02144
 0.91292     0.02331
 0.90586     0.02526
 0.89860     0.02726
 0.89114     0.02932
 0.88350     0.03143
 0.87568     0.03357
 0.86770     0.03575
 0.85955     0.03795
 0.85125     0.04016
 0.84280     0.04239
 0.83420     0.04461
 0.82547     0.04682
 0.81659     0.04902
 0.80758     0.05120
 0.79843     0.05336
 0.78916     0.05548
 0.77976     0.05757
 0.77023     0.05962
 0.76059     0.06163
 0.75082     0.06359
 0.74095     0.06550
 0.73095     0.06736
 0.72085     0.06916
 0.71065     0.07091
 0.70035     0.07259
 0.68994     0.07422
 0.67945     0.07579
 0.66887     0.07729
 0.65820     0.07873
 0.64745     0.08010
 0.63662     0.08140
 0.62573     0.08263
 0.61477     0.08380
 0.60374     0.08489
 0.59266     0.08592
 0.58153     0.08688
 0.57036     0.08776
 0.55913     0.08857
 0.54788     0.08932
 0.53660     0.08999
 0.52530     0.09059
 0.51397     0.09111
 0.50264     0.09157
 0.49130     0.09196
 0.47996     0.09227
 0.46862     0.09251
 0.45730     0.09268
 0.44600     0.09278
 0.43471     0.09280
 0.42345     0.09276
 0.41223     0.09265
 0.40106     0.09246
 0.38993     0.09220
 0.37885     0.09188
 0.36783     0.09149
 0.35688     0.09103
 0.34599     0.09050
 0.33518     0.08991
 0.32446     0.08925
 0.31382     0.08853
 0.30328     0.08774
 0.29283     0.08689
 0.28249     0.08598
 0.27226     0.08500
 0.26215     0.08396
 0.25216     0.08287
 0.24229     0.08173
 0.23257     0.08052
 0.22298     0.07925
 0.21352     0.07793
 0.20422     0.07657
 0.19508     0.07514
 0.18609     0.07367
 0.17726     0.07214
 0.16860     0.07058
 0.16012     0.06896
 0.15181     0.06729
 0.14368     0.06558
 0.13573     0.06383
 0.12798     0.06203
 0.12041     0.06020
 0.11303     0.05834
 0.10585     0.05645
 0.09888     0.05452
 0.09211     0.05257
 0.08555     0.05060
 0.07921     0.04861
 0.07310     0.04660
 0.06720     0.04456
 0.06153     0.04252
 0.05610     0.04046
 0.05090     0.03839
 0.04593     0.03631
 0.04120     0.03422
 0.03672     0.03213
 0.03249     0.03004
 0.02850     0.02794
 0.02475     0.02585
 0.02126     0.02377
 0.01802     0.02170
 0.01504     0.01963
 0.01231     0.01758
 0.00984     0.01557
 0.00765     0.01357
 0.00571     0.01159
 0.00404     0.00966
 0.00265     0.00776
 0.00156     0.00590
 0.00076     0.00406
 0.00024     0.00225
 0.00001     0.00047
 0.00008    -0.00130
 0.00041    -0.00307
 0.00096    -0.00483
 0.00173    -0.00650
 0.00275    -0.00804
 0.00411    -0.00945
 0.00584    -0.01076
 0.00794    -0.01203
 0.01037    -0.01329
 0.01313    -0.01453
 0.01620    -0.01574
 0.01960    -0.01694
 0.02330    -0.01813
 0.02729    -0.01930
 0.03158    -0.02044
 0.03618    -0.02157
 0.04105    -0.02268
 0.04620    -0.02378
 0.05162    -0.02485
 0.05734    -0.02589
 0.06331    -0.02693
 0.06955    -0.02795
 0.07605    -0.02893
 0.08281    -0.02990
 0.08983    -0.03086
 0.09708    -0.03179
